Mensagem,Classe
Hey or 5 $900 pple...$700 for nights...Excelle...,ham
is 130. Iriver 255. Wewa All mb. 128,ham
"Not sure yet, still hold trying to a of him get",ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",spam
Infact happy new year. How are you where are you when are we seeing,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
An misundrstud excellent thought by a frnd: I ...,ham
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,ham
OF JULY 26th,ham
have Still i not checked da. . . it,ham
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,spam
for 1st week! No1 Nokia 4 ur mob FREE tone eve...,spam
Yes princess! I want to catch you with my big strong hands...,ham
i Dear am not denying your please words,ham
for PRIVATE! Your 2003 Account Statement 078,spam
"Haha figures, well I found the piece and priscilla's bowl",ham
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
"Arms fine, how's Cardiff and uni? ",ham
PRIVATE! Your 2003 Account Statement for 078,spam
Todays Voda numbers ending t... selected 5226 are,spam
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
Well done ENGLAND! the poly official Get ringt...,spam
You a are winner U have specially selecte... been,spam
BROTHER BIG ALERT! computer has selected The u...,spam
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham
No u * am working on the ringing thing but hav...,ham
Sorry I missed your let's call talk you when h...,spam
"Storming msg: Wen u say d lift phne, u \HELLO\...",ham
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam
Colour Do you want Del... a New Nokia 3510i Phone,spam
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
"If you're credit still up, the maybe leave car...",ham
Jamster!Get Free-message: the crazy frog sound...,spam
RCT' THNQ Adrian text. for Rgds Vatian U,spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam
You have 1 new message. Please call 08718738034.,spam
4 Buy Space Invaders a chance 2 win orig Arcad...,spam
IMPORTANT This is MESSAGE. a final att... contact,spam
Sad my story of a - Man Last week was b'day. M...,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
We'll pay you over &lt;#&gt; yrs so its like ...,ham
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",spam
+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam
Don't Of course simp... ! tease me ... You know I,ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham
Dude just saw a parked car with its sunroof popped up. Sux,ham
18 days to Euro2004 U kickoff! be will kept in...,spam
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
We 4 e normal pilates after go can our intro...,ham
RGENT! to This ... is the 2nd attempt contact U!U,spam
How is your schedule next week? I am out of town this weekend.,ham
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
I need about that details job. online,ham
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
from 448712404000>Please <Forwarded CALL 08712...,spam
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,spam
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,ham
I keep rs in my buy ten two shelf:) egg.,ham
What you did in  leave.,ham
just car saw a parked with its Dude sunroof po...,ham
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam
Your account has been 500 FREE credited T... with,spam
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
our Someone has contacted dating service and e...,spam
No Mind blastin.. more Tsunamis will occur fro...,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
Nokia You have a won 7250i. This is what you g...,spam
"You have won ?1,000 cash or a ?2,000 To... prize!",spam
Quiz Wkly Win a Q! Sunshine top Sony DVD playe...,spam
We still on for tonight?,ham
For ur win a å£250 wkly to chance shopping spr...,spam
He didn't see his shadow. We get an early spring yay,ham
Sunshine Hols. claim To a ur med holiday send ...,spam
Yes I want catch you with my to princess! big ...,ham
Ur cash-balance currently is 500 pounds - to m...,spam
How is schedule next I week? am your out of to...,ham
HMV SPECIAL BONUS 500 pounds of genuine HMV vo...,spam
Congrats! 1 special cinema is pass for 2 year ...,spam
Its a part of checking IQ,ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
This weeks member offers are now SavaMob acces...,spam
This is the 2nd time we have tried 2 contact u...,spam
"I'm LOL .. *grins* for... .. not babe, but thanks",ham
on We for tonight? still,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam
my weed dealer carlos went update: to fr... Wylie,ham
- - Rodger Burns MSG = We tried 07732584351 to...,spam
by U were outbid simonwatson5120 on the Shinco...,spam
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",spam
"K, I might come by tonight then if my class lets out early",ham
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
2003 PRIVATE! Your Account Statement for shows...,spam
can't believe yo... how attached I am to seeing I,ham
"Hi have Shanil,Rakhesh here.thanks,i exchanged...",ham
Its part of checking a IQ,ham
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",ham
for 1st week! ... No1 Nokia tone 4 FREE ur mobile,spam
URGENT! trying Todays We are to contact U. dra...,spam
We're done...,ham
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",spam
"HOTMIX... Hi, this is Mandy Sullivan from calling",spam
FROM O2: To get 2.50 pounds REMINDER free call...,spam
wml?id=820554ad... widelive.com/index. http//tms.,spam
Well i know Z will take care of me. So no worries.,ham
2003 Statement PRIVATE! Your Account for shows...,spam
"K, jason says he's gonna I'll around so be be ...",ham
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
"Sorry,in meeting I'll call later",ham
SMS. ac sun0819 posts HELLO:\You seem cool,spam
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
XCLUSIVE@CLUBSAISAI SOIREE SPECIAL... 28/5 2MOROW,spam
"Go jurong point, crazy.. until ... Available only",ham
