Mensagem,Genero
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Just supreme. buy a pizza. Meat or U lovers ge...,ham
"you Babe, got enough have money to pick up bre...",ham
Your 4* URGENT!! Costa Del å£50... Sol Holiday or,spam
Hey or 5 $900 pple...$700 for nights...Excelle...,ham
My sister cleared two round in birla soft yesterday.,ham
the This is 2nd time 2 we have tried contact u...,spam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
fact that The you're know cleaning shows you w...,ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
We're done...,ham
ill have to think about Hmm it... you're ok fo...,ham
Please leave this topic..sorry for telling that..,ham
