Mensagem,Genero
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
Okie... Thanx...,ham
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
"Arms fine, how's Cardiff and uni? ",ham
Oh dang! I didn't mean o send that to you! Lol!,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
"Call me da, I am awaiting your call.",ham
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
"K, I might come by tonight then if my class lets out early",ham
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam
22 days until Euro2004 kicks off!,spam
"Yes, however since my parents will be occupied on Tuesday...",ham
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,spam
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam
Congratulations! Two 3G Videophones are now yours. Call...,spam
Where are you?when wil you reach here?,ham
Congratulations! Two 3G Videophones are yours.,spam
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
