Mensagem,Genero
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
You have won a Nokia 7250i. That's what you...,spam
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
Update your face book status frequently :),ham
"Arms fine, how's Cardiff and uni? ",ham
It is part of the IQ check,ham
"Download as many ringtones as you want, without restrictions...",spam
JADE IS PAUL. Didn't you send me a message? DO YOU REMEMBER...,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
You have a secret admirer who is looking for 2 brands...,spam
"Sorry,in meeting I'll call later",ham
Ok...,ham
25p 4 Alfie Moon's Children in Need music on your...,spam
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
You have 1 new message. Please call 08718738034.,spam
OK thanks...,ham
He guesses! Someone you know secretly likes...,spam
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam
