Mensagem,Classe
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,ham
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
U ned to convince him tht its not possible witot hurting his feeling its the main,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam
What are you doing?,ham
You have been awarded a mini DIGI at no cost.,spam
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
When're you guys getting back? G said you were thinking about not staying for mcr,ham
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",spam
Let's find out how long until we can go learn pilates.,ham
I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,ham
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam
Text SUPER to 8713 for a FREE Polyphonic Ringtone!,spam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
"To claim your medical holiday, send a Sunshine Hols request.",spam
Dear i am not denying your words please,ham
"7 Wonders in My World: 7th You, 6th Your Style, 5th Your Smile, 4th Your Voice, 3rd Your Kindness, 2nd Your Love, 1st Your Presence.",ham
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
Be sure to take the train to Worcester.,ham
"Congratulations! A two-person, one-year special cinema pass has been awarded.",spam
Please let me know who this is.,ham
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),spam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",spam
Your account has been credited with 500 T FREE.,spam
Join the Mobile Club and select from the best items available.,spam
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
25p for Alfie Moon's Children in Need song on your device.,spam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
"I am not working on the ringing thing yet, but I have made some progress.",ham
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam
Hi there. How was last night? I've been mischievous and...,ham
I am literally in bed and have been awake for like an hour.,ham
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
Congratulations ENGLAND! Get the official poly ringtone.,spam
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
Still chance there. If you search hard you will get it..let have a try :),ham
"Is the Gower where I am, mate? How so?",ham
Minimum walk is 3miles a day.,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
"Hello Shanil, this is Rakhesh. Thank you, I have swapped...",ham
PISS IS TALKING MEANS SOMEONE WHO MAKES YOU REALIZE...,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
Get a new polyphonic ringtone for your mobile phone every week!,spam
"""Oh, bedridden, huh? What are YOU contemplating?""",ham
"Thanks, Okie!",ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
"I apologize for bringing up this subject, but please let's move on.",ham
This is a PRIVATE 2003 Account Statement for you.,spam
Oh no! I didn't intend to send that to you! Haha!,ham
Does Uncle Timi assist in moving cars?,ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam
Call 02073162414 for explicit SEX in 30 seconds.,spam
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
Where are you?when wil you reach here?,ham
Congratulations! You have won a 4* Costa Del Sol Holiday!,spam
What FLOWER is associated with DOT Cotton from EASTENDERS TV Quiz?,spam
Receive a complimentary first week of access to TEXTPOD for a chance to win...,spam
The sorrowful tale of a Man - Last week was my birthday.,ham
Congratulations! The Nokia 3650 video camera phone is yours.,spam
I need details about that online job.,ham
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
"If you're still awake, perhaps it's best to put the credit card away.",ham
Sure.,ham
You have been awarded a Nokia 7250i.,spam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
"I cannot refute your words, please.",ham
Why did you come to the hostel?,ham
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
First week is FREE! Get the No. 1 Nokia tone for your mobile.,spam
Congratulations! Two 3G Videophones are yours.,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
Purchase a Nokia or Motorola phone at half price with up to 12 months of free service.,spam
"Not sure yet, still trying to get a hold of him",ham
"If you win the Moby Pub Quiz, you could be rewarded with a £100 High Street prize!",spam
Ok thanx...,ham
Let me know when he comes back from holiday.,ham
"To claim your medical holiday, send a Sunshine Hols request.",spam
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
"Where have you been hiding, unfamiliar one?",ham
Prepare your garden for summer with a FREE sowing.,spam
"Yes, however since my parents will be occupied on Tuesday...",ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
Denied a loan? Secured or Unsecured? Can't get approved?,spam
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
"Refresh_Now - Xmas Offer! Latest Motorola, Sony...",spam
My sister completed two rounds of the Birla Soft exam yesterday.,ham
We still on for tonight?,ham
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam
"Sorry, I'll call you  later. I am in meeting sir.",ham
Get the Nokia tone for your mobile phone absolutely free for the first week!,spam
"I'm having a bite to eat now, but I'll be heading back to work soon.",ham
"He's crazy that he's married, but I like good-looking guys...",ham
