Mensagem,Classe
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
I can't believe how attached I am to seeing you...,ham
"I'm eating now, but I'll be back to work soon....",ham
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
Ok lor...,ham
No... I think I'll do it on Monday... So...,ham
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
"You won't believe it, but it's true. It's Incre...",spam
"Call me da, i am waiting for your call.",ham
money!!! you are a lucky winner! 2 claim your p...,spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
Someone contacted our dating service and...,spam
You have a secret admirer who is looking for 2 brands...,spam
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam
How much are we getting?,ham
"Update_Now - Christmas Offer! Latest Motorola, Sony...",spam
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham
"No, I'm working on the calling you thing, but I have...",ham
Minimum walk is 3miles a day.,ham
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
"Honey, do you have enough money to buy...",ham
It's been a while since I heard from U4. Call 4 rude chat pr...,spam
This message is for your Itch mobile content request...,spam
I'll let you know because I'm back from vacation...,ham
"By the way, make sure you take the train to work...",ham
7 wonders of My WORLD 7th You 6th Your style 5th...,ham
"Hi, I'm processing. I'm 20 years old and I work as a...",spam
URGENT! We are trying to contact UM. Today's day...,spam
Natalja (25/F) is inviting you to be her friend...,spam
You need to convince him that it's not possible with...,ham
SO IS THE GOWER MATE WHO IS WHERE I AM!?! AS...,ham
Yes princess! I want to catch you with my big strong hands...,ham
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
U ned to convince him tht its not possible witot hurting his feeling its the main,ham
"Not sure yet, still trying to get a hold of him",ham
I've literally been in bed and awake for a while...,ham
"You'll pay about <#> years, so it's...",ham
Customer loyalty offer: The NEW Nokia 6650 cell phone...,spam
Please leave this topic..sorry for telling that..,ham
He didn't see his shadow. We get an early spring yay,ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
How is your schedule next week? I am out of town this weekend.,ham
Where are you? When will you get here?,ham
PRIVATE! Your 2003 account statement for shows...,spam
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
"They're just talking, that's us. They will not go...",ham
"Romantic Paris. 2 nights, 2 flights from £79...",spam
when you and derek done with class?,ham
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam
Fantasy Football is back on your TV. Go to heaven...,spam
"For your chance to win £250 cash every week, TXT...",spam
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
Moby Pub Quiz. Win a £100 High Street Prize if...,spam
YOU WON! Your 4* holiday on the Costa Del Sol or...,spam
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam
GET an annual supply of 4 CDs from a store of your choice...,spam
I haven't checked yet. . .,ham
"Sorry,in meeting I'll call later",ham
Ok...,ham
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,spam
"Hi Shanil, Rakhesh here. Thanks, I changed it...",ham
Did you understand that person's story?,ham
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
"SIX chances to win MONEY! From 100 to 20,000 po...",spam
Free entry in the 1st week 2 TEXTPOD 4 a chance 2 wins...,spam
Oooh bed ridden ey? What are YOU thinking of?,ham
Get your garden ready for summer with a FREE pack...,spam
For your chance to win a £250 weekly shopping campaign...,spam
Your B4U voucher w/c 3/27 is MARSMS. Access...,spam
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
"SORRY, I'M STILL FUCKED AFTER LAST NIGHT WAS...",ham
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",ham
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",ham
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Nope... Think i will go for it on monday... Sorry i replied so late,ham
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,ham
Where are you?when wil you reach here?,ham
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
IMPORTANT MESSAGE. This is a final contact...,spam
Thats cool princess! I will cover your face in hot sticky cum :),ham
Last chance! Claim your £150 discount...,spam
Update from Wylie: My weed dealer Carlos has gone to...,ham
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
"Well arms, how are Cardiff and the university?",ham
"The party is at my house at USF, free of charge (but if...",ham
"Where are you hiding, stranger?",ham
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
Tessy..please do me a favor. Please broadcast my birthday...,ham
Dude just saw a parked car with its sunroof popped up. Sux,ham
I don't know until when... Let's learn pilates...,ham
You have now unsubscribed from all services. Get a ton...,spam
"Well done, ENGLAND! Get the official poly ring...",spam
You have 1 new message. Call 08718738034.,spam
This is the second time we have tried to contact you...,spam
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
