Titulo,Genero
Estudos e história antiga e Medieval,Historia
Juazeiro: guerra no sertão,Historia
Leste europeu: a revolução democrática,Historia
Literatura comentada: cronicas e viajantes,Historia
Indios e Castanheiros,Historia
Estudos de história moderna e contemporânea,Historia
Viagem pitoresca e história ao Brasil,Historia
Por que acredito,Historia
O Brasil Pós - Milagre,Historia
Brasil a terra e o homem: V.11 A vida humana,Historia
Os vícios da Republica: negócios e poder na passagem para séc. XX,Historia
Histórias Antiga e medieval,Historia
O que é História,Historia
O dilema da Amazônia,Historia
A saúde do Brasileiro,Historia
Santos,Historia
450 anos de história,Historia
O melhor da nossa história,Historia
Como o Brasil ficou assim? Formação das fronteiras e tratados dos limites,Historia
História,Historia
História Moderna e Comtemporânea,Historia
História Moderna: através de textos,Historia
Contestado: a revolta dos sem - terras,Historia
Viagem pitoresca e Histórica ao Brasil,Historia
Poliantéia Santista,Historia
Marcha para oeste,Historia
Origens de Roma,Historia
Documentos de história do Brasil de Cabral aos anos 90,Historia
Os Egípcios,Historia
Atlas da história antiga,Historia
Atlas da História Medieval,Historia
Atlas da História Moderna,Historia
História da América,Historia
Os povos da América,Historia
Caminhos das Civilizações: Da Pré-História aos dias Atuais,Historia
Por que Pacifismo?,Historia
História da Riqueza do Homem,Historia
Do conhecimento histórico,Historia
O Homem Eterno,Historia
Como a Argentina vai sair da crise: A Argentina do futuro...,Historia
Bloco de Atividades: História integrada,Historia
Genocídio americano: A Guerra do Paraguai,Historia
Os Dois Brasis,Historia
Bairros rurais paulistas,Historia
Citações do Presidente Mao Tsé - Tung,Historia
O Século Inacabado: A América desde 1900,Historia
Caminhos do Mar: Memórias do comércio da Baixada Santista,Historia
A independência dos países da América Latina,Historia
A formação do império português (1415 - 1580),Historia
A América que os Europeus encontraram,Historia
O Renascimento,Historia
A Rússia dos Sovietes. Impasses de um projeto socialista,Historia
A ilha,Historia
A Guerra do Vietnã,Historia
A colonização da África e da Ásia: A expansão do imperialismo ...,Historia
O fim da União Soviética: Dez Anos que abalaram o mundo,Historia
Rússia antes e depois da URSS,Historia
Tragédia na Iugoslávia: Guerra e Nacionalismo no leste europeu,Historia
As Guerras de independência da América Latina,Historia
Os Índios Norte - Americanos: Cinco séculos de Luta e opressão,Historia
A Etiqueta no Antigo Regime,Historia
A inquisição Ibérica,Historia
Para entender o Mercosul,Historia
A formação das nações latino - americanas,Historia
A Contra - Revolução na América Latina,Historia
História da civilização ocidental integrada geral e Brasil,Historia
O Nazismo,Historia
A Guerra Civil Espanhola,Historia
Pérola ao sol: A pontamentos para uma história de Guarujá,Historia
Brasil História e Sociedade,Historia
História memória viva: Brasil período colonial e Independência,Historia
Panorama da História dos Estados Unidos,Historia
Introdução aos Estudos sociais,Historia
Arqueologia,Historia
Uma introdução à História,Historia
Evolução política do Brasil e outros estudos,Historia
História da civilização Mundial,Historia
Santos: Um encontro com a História e a Geografia,Historia
História do Brasil da colônia à república,Historia
Nova História,Historia
Memória e Tempo das Igrejas de São Paulo,Historia
Histórico Moderna e Comtemporâneo,Historia
A república brasileira,Historia
Abolição,Historia
A república do progresso,Historia
Fazendo a história: as sociedades americanas e a Europa na época moderna,Historia
História de Santos,Historia
História da Igreja do Rosário de Santos,Historia
Transporte coletivo em Santos: história e regeneração,Historia
Lutas e Sonhos: Cultura política,Historia
O Racismo na história do Brasil,Historia
B Calixto Imortalidade,Historia
São Paulo 450 anos: de vila a metrópole,Historia
História da cultura: origem e evolução,Historia
D. Pedro I e a Marquesa de Santos,Historia
Formação do Brasil Contemporâneo,Historia
Napoleão,Historia
A Alemanha: dias idos e vividos,Historia
O mundo dos deuses e dos Heróis,Historia
A Baixada Santista: aspectos e suas indústrias,Historia
Crítica da razão pura,Historia
A nova política do Brasil,Historia
Conscience Morbide,Historia
A nova política do Brasil: Da aliança liberal às realizações do 1º ano de gov. 1930/1931,Historia
A nova política do Brasil: o estado novo 10 de nov. de 1937 a 25 de jul. de 1938,Historia
Casa grande e senzala,Historia
História das lutas com os Holandeses no Brasil desde 1624 a1654,Historia
História Geral da civilização brasileira,Historia
Grandes Personagens da História Universal,Historia
Toda história: História Geral e História do Brasil,Historia
História em Curso: O Brasil e suas Relações com o mundo ocidental,Historia
Tempo e Espaço,Historia
História Geral e Brasil,Historia
História Global e Brasil e Geral,Historia
Uma História,Historia
Ensinar História,Historia
A cidade antiga,Historia
Enterrem meu coração na curva do Rio: índios contam o massacre de sua gente.,Historia
Apologia de Sócrates Banquete,Historia
Grandeza e decadência de Roma: a conquista do império,Historia
História Universal (coleção),Historia
As Diversas faces do Terrorismo,Historia
História uma abordagem integrada,Historia
As lutas do povo brasileiro. Do descobrimento a Canudos,Historia
União Européia: história e geopolítica,Historia
OR - A Aurora da Civilização,Historia
A aurora da civilização,Historia
História para o ensino,Historia
História do Brasil: no contexto da história ocidental,Historia
Horizontes da história,Historia
Violencia no campo: o latifundio e a reforma agraria,Historia
A Cavalaria  Mitos e Lendas,Historia
História global : Brasil  e Geral,Historia
História Geral  e Brasil,Historia
História da civilização ocidental,Historia
A escrita da História,Historia
História geral e do Brasil,Historia
História:  geral do Brasil,Historia
Saga a grande história do Brasil,Historia
O limiar da liberdade  -Inconfidência Mineira : sonho ou pesadelo?,Historia
Os gregos até Alexandre,Historia
Rumos da História,Historia
A Política,Historia
Roteiro de Santos,Historia
Dicionário prático ilustrado,Historia
Brasil 500 anos - Mulher,Historia
A democracia no Brasil,Historia
Os Maias,Historia
Bandeirantes,Historia
Por dentro da Hstória,Historia
Terra do Brasil : a conquista lusitana e o genocídio Tupinambá,Historia
Brasileiras guerreiras da paz,Historia
Brasil: uma história em construção,Historia
Ulisses e a fúria de poseidon,Historia
Hércules e os doze trabalhos,Historia
Teseu e o minotauro,Historia
Os vikings,Historia
Força Viva,Historia
O Nazismo: história de um sobrevivente.,Historia
Nossa Bandeira,Historia
O gênio do futuro,Historia
Hitler desafia a ordem mundial,Historia
A Alemanha domina a Polônia,Historia
Finlândia contra URSS: Guerra na neve,Historia
Dinamarca e Noruega alimentam a máquina de Guerra Alemã,Historia
A queda dos países baixos,Historia
Terra invadida: a França de joelhos,Historia
Pânico no mar: a guerra no Atlântico,Historia
Mussolini sonha com um novo império,Historia
A guerra chega aos bálcãs,Historia
Operação Barbarossa: Hitler e Stálin em duelo de morte,Historia
Pearl Harbor em chamas: EUA entram em guerra,Historia
Japão estende seus tentáculos pelo sacrifício,Historia
As batalhas do mar de coral e de Midway,Historia
O contra-ataque aliado no pacífico,Historia
A Muralha do Atlântico: a lição do assalto a Dieppe,Historia
Stalingrado detém avanço nazista no leste,Historia
Alemanha dá adeus ao Norte da África,Historia
Hora da virada: aliados desembarcam na Itália,Historia
A ofensiva aérea contra a alemanha,Historia
Batalha de Kursk marca colapso do nazismo,Historia
A batalha de Monte cassino,Historia
Desembarque na Normandia: o mais longo dos dias,Historia
Onda aliada liberta Filipinas,Historia
O Vento da Liberdade varre a Polônia,Historia
Operação Market Garden: uma ponte longe demais,Historia
Batalha da Ardenas: a última chance para a Wehrmacht,Historia
A queda de Berlim e o fim da guerra na Europa,Historia
Embate encarniçado em Iwo Jima e Okinawa,Historia
O Japão curva-se diante do poder atômico,Historia
Discurso do Método,Historia
Estudos de História,Historia
A viagem do descobrimento - A verdadeira história da expedição de cabral,Historia
História - Ensino Médio,Historia
Pedro Álvares Cabral,Historia
História Geral da Arte Escultura 1,Historia
História Geral da Artes - Artes decorativas 3,Historia
História da Arte - Artes decorativas 2,Historia
História Geral da Arte Arquitetura XI,Historia
História Geral da Arte - Arquitetura IV,Historia
História Geral da Arte Arquitetura IV,Historia
História Geral da Arte - Arquitetura III,Historia
História Geral da Arte - Arquitetura I,Historia
História Geral da Arte - A arte: a beleza e suas formas,Historia
História Geral da Arte - A arte e o artista,Historia
História Geral da Arte - O objeto artístico,Historia
Museo de Arte Moderno - Paris,Historia
Galeria Nacional de Washington,Historia
Rijksmuseum de Amsterdam,Historia
Visão do Paraíso,Historia
História em debate,Historia
História Global: Brasil e Geral,Historia
Novo olhar História,Historia
As Cruzadas,Historia
Massacre em Pequim,Historia
História - Sociedade e Cidadania,Historia
Histórias do cotidiano,Historia
História - Conexões com a História,Historia
A Revolução dos Caranguejos,Historia
A Gaia Ciência,Historia
O que é Palestina,Historia
Mercantilismo e transição,Historia
A igreja no Brasil - colônia (1550-1800),Historia
As revoluções burgesas,Historia
Camelot - Os anos Kennedy,Historia
A viagem do descobrimento,Historia
História Global,Historia
A História do pensamento econômico,Historia
Capítulos de História Colonial,Historia
Os Sertões,Historia
Projetos para o Brasil,Historia
Leituras da História,Historia
História: Geral e do Brasil,Historia
Pelos caminhos da História,Historia
Cultuar e Sociedade no Brasil: 1940-1968,Historia
História em movimento - dos primeiros humanos ao Estado Moderno,Historia
Conecte História,Historia
Síntese da coleção História Geral da África - século XVI ao século XX,Historia
Síntese da coleção História Geral da África - Pré-história ao seculo XVI,Historia
História Geológica da vida,Historia
Hstória,Historia
História das cavernas ao terceiro milênio.,Historia
História:conexões com a História,Historia
Atlas Visuais/ A terra,Historia
Centro Acadêmico Oswaldo Cruz: a história dos estudantes da Faculdade de Medicina da Unive,Historia
A grande sacada de Pedro,Historia
A casa das sete mulheres,Historia
Brasil terra virgem,Historia
História: vestibular + enem,Historia
Literaturas Brasileira e Potuguesa,Literatura
Além do apenas moderno,Literatura
Literaturas Brasileira e Portuguesa,Literatura
Literatura brasileira,Literatura
Literatura história e texto 3,Literatura
Literatura história e texto 2,Literatura
Literatura história e texto 1,Literatura
Literaturas  Brasileira e Portuguesa,Literatura
Quatro cantos,Literatura
Estudos de Literatura Brasileira,Literatura
Estudos de Língua e Literatura,Literatura
Literatura História e texto,Literatura
Panorama da literatura,Literatura
Introdução à Teoria da Literatura,Literatura
A Narrativa da Ficção,Literatura
O grau zero da escritura,Literatura
Crítica Literária,Literatura
História concisa da literatura brasileira,Literatura
A Literatura Brasileira,Literatura
História da literatura luso-brasileira,Literatura
Literatura: Textos e Técnicas,Literatura
O que é Poesia Marginal,Literatura
Exploração da obra literária,Literatura
Teoria do Verso,Literatura
Orientação de Leitura e Abordagem Literária - Prosa,Literatura
Elementos de teoria literária,Literatura
Língua e Literatura,Literatura
Antologia da literatura brasileira: o Modernismo,Literatura
Antologia da Literatura: do classicismo ao pré-modernismo,Literatura
Literatura Portuguesa,Literatura
Os melhores poemas,Literatura
Representações e imagnes da leitura,Literatura
Estudos de Redação,Literatura
Antes do baile verde,Literatura
Literatura - História e texto 3,Literatura
Formação da literatura brasileira,Literatura
Toda a literatura portuguesa e brasileira,Literatura
Literatura produção de textos e gramática,Literatura
Obras completas com prefácio e notas do prof. Marques Braga,Literatura
O Vampiro que descobriu o Brasil,Literatura
Português,Literatura
Português: teoria literária comunicação e expressão,Literatura
Arte  Literária Portugal - Brasil,Literatura
Literatura brasileira das origens aos nossos dias,Literatura
Arte literária brasileira,Literatura
Trabalhando com descrição,Literatura
A narração teoria e prática,Literatura
O processo da comunicação,Literatura
Leitura e Linguagem,Literatura
Literatura e Linguagem,Literatura
Assim se escreve... gramática Assim escreveram literatura brasil portugal,Literatura
Clássicos do romance brasileiro,Literatura
A Trova: raízes e florescimento - UBT,Literatura
Curso de matemática para economistas,Matematica
Matematica financeira,Matematica
Matemática aplicada à economia e administração,Matematica
Matemática para economia e administração,Matematica
Matemática aplicada à economia: sintese da teoria,Matematica
Matemática para Administração,Matematica
Matemática,Matematica
Matemática - Com trigonometria,Matematica
Matemática: conceitos e fundamentos,Matematica
O último teorema de Fermat História do enigma que confudiu as maiores mentes do mundo ...,Matematica
Matemática Financeira com utilização do Excel 2000,Matematica
Tópicos de álgebra e arimética,Matematica
Saída pelo triângulo,Matematica
Os elos da Matemática,Matematica
Matemática - Volume único,Matematica
Matemática: contexto e aplicações -Ensino Médio para a educação superior,Matematica
Aulas práticas de Matemática - 1,Matematica
Aulas práticas de Matemática - 2,Matematica
Matemática para o 2º grau,Matematica
Aulas práticas de Matemática - 3,Matematica
Matemática 2º grau,Matematica
20.000 Léguas Matemática: um passeio pelo misterioso mundo dos númericos,Matematica
Matemática para o 2º grau - 3,Matematica
O teorema do Papagaio,Matematica
Matemática: contexto e aplicações - 3,Matematica
Matemática :contexto e aplicações-2,Matematica
Matemática (Resolução de todos os exercícios),Matematica
Matemática 1,Matematica
Matemática 3,Matematica
Matemática - Livro do Professor,Matematica
Mamática 2 grau,Matematica
Desenho geométrico para o 2º grau,Matematica
Geometria analítica espacial um tratamento vetorial,Matematica
Matemática  curso fundamental,Matematica
Desenho geométrico,Matematica
Os segredos da matemática financeira,Matematica
Matemática na escola do 2º grau,Matematica
Educação Matemática,Matematica
As Idéias fundamentais da matemática e outros ensaios,Matematica
Introducação ao Cálculo: Cálculo diferencial,Matematica
Notas de Cálculo 3,Matematica
Matemática - Curso Colegial Moderno,Matematica
Números complexos polinômios e equações algébricas,Matematica
Trigonometria,Matematica
Combinatoria Matrizes e determinantes,Matematica
Estatisca elementar: estatistica descritiva,Matematica
Conjuntos e funções,Matematica
Comunicação visual e expressão artes plásticas e desenho,Matematica
Estudos de Matemática,Matematica
Geometria analítica,Matematica
Matemática 2,Matematica
Matemática e Vida 2º grau,Matematica
Matemática e Vida,Matematica
Conjuntos relações funções inequações,Matematica
Matemática para 2º grau,Matematica
Matemática ciência e aplicações,Matematica
Aulas práticas de Matemática,Matematica
Cálculo um novo horizonte,Matematica
Fundamentos Matemáticos para a Ciência da Computação,Matematica
Organização e projeto de computadores: a interface Hardware/Software,Matematica
O cálculo com geometria analítica,Matematica
Projeto de Algoritmos: com implementações em Pascal e C,Matematica
Algoritmos e Estruturas de dados,Matematica
Cálculo 2: funções de um variável,Matematica
Cálculo das funções de uma variável,Matematica
Introdução à Informática,Matematica
Aprendendo Delphi: guia prático,Matematica
Delphi 7: aplicações avançadas de Banco de Dados,Matematica
Arquitetura de computadores,Matematica
Hardware Curso Completo,Matematica
Matemática Financeira com HP12C e Excel,Matematica
Matemática Financeira e suas aplicações,Matematica
Matemática contextos e aplicações,Matematica
Matemática contexto e aplicações,Matematica
Cálculo Com geometria Analítica Vol 2,Matematica
Cálculo com geometria analítica Vol 1,Matematica
Introdução à Ciência da Computação,Matematica
Licões de cálculo diferencial e integral,Matematica
Eléments de calcul numérique,Matematica
Matemática Discreta : uma introdução,Matematica
Matemática: Contexto e aplicações,Matematica
Matemática: uma nova abordagem,Matematica
Matemática Fundamental,Matematica
Matemática para o ensino médio,Matematica
Fundamentos da Matemática Elementar:geometria espacial....,Matematica
Fundamentos da Matemática Elementar:geometria plana,Matematica
Fundamentos da Matemática Elementar,Matematica
Fundamentos da Matemática: geometria analítica,Matematica
Fundamentos da Matemática,Matematica
Fundamentos da Matemática:combinatória e probabilidade,Matematica
Fundamentos de Matemática Elementar : trigonometria,Matematica
Fundamentos de Matemática Elementar:logaritmos,Matematica
Fundamentos de Matemática Elementar:conjuntos e funções,Matematica
Fundamentos de Matemática elementar sequências,Matematica
Fundamentos de Matemática Elementar trigonométrica,Matematica
Fundamentos de Matemática Elementar - logarítimos,Matematica
Matemática: construção e significado,Matematica
Matemática construção e significado,Matematica
Elementos de geometria analítica no espaço,Matematica
Exercícios de trigonometria plana,Matematica
Curso de trigonometria plana,Matematica
Elementos de Geometria analítica,Matematica
Dictionnaire des Mathematiques Appliqueens,Matematica
Dicionário da matemática moderna,Matematica
Noções de cálculo numérico,Matematica
matemática Comercial financeira,Matematica
Curso de Estatística,Matematica
O Universo da Matemática,Matematica
Sistema de Consulta Interativa Matemática,Matematica
Matemática aula por aula,Matematica
Matemática - Contexto e Aplicações,Matematica
Fundamentos da Matemática Elementar: Geometria Espacial posição e métrica,Matematica
Matemática - Ensino Médio,Matematica
Aprender e aplicar matemática,Matematica
Novo olhar matemática,Matematica
Geometria Plana: conceitos básicos,Matematica
Matemática: a equação da vida,Matematica
Matemática uma nova abordagem,Matematica
Matemática - Ciência e aplicações,Matematica
Matemática para você,Matematica
Matemática - Ensino Médio (Projeto múltiplo),Matematica
Ser protagonista - Matemática,Matematica
Matemática (Plus),Matematica
Fundamentos de Matemática Elementar 11,Matematica
Matemática-construção e significado,Matematica
Matemática e Cidadania,Matematica
Mathematikós,Matematica
Conexões com a Matemática,Matematica
Matemática fundamental:uma nova abordagem,Matematica
Matemática para a escola de hoje.,Matematica
Matemática: Ensino Médio,Matematica
Matemática-Ensino Médio,Matematica
Matemática: uma atividade humana,Matematica
Matemática: vestibular + enem,Matematica
